A0A6H5IZH7	-.-.-.-,1.20.5.110,3.30.70.1820,-.-.-.-	21	4	A0A6H5IZH7,A0A0A9VWW1,A0A0A9YWE3,A0A0K8S7G4,A0A0L0CLJ8,A0A0L7K2U8,A0A0L7KR27,A0A0L7L8J7,A0A0L7LEK8,A0A2A4JCE9,A0A2A4JUE7,A0A2H1WRH6,A0A2W1BTF2,A0A6H5IQJ9,A0A6J1THV7,A0A6M2D2E2,A0A6P7UNX4,A0A6P7WFN4,A0A811W4Q2,A0A811X0K0
A0A662C4G2	2.60.40.-,2.60.40.10,2.60.40.-,2.60.40.-	34	4	A0A662C4G2,A0A081SED5,A0A0C1ILD2,A0A0C1L6R1,A0A0S8HW46,A0A0S8KAE3,A0A1B4XD44,A0A1H6U755,A0A1I6S148,A0A1V5P277,A0A2A8D1V6,A0A2E8KYM1,A0A2G0CFT9,A0A2G6H0M4,A0A2M7YT59,A0A2S6I617,A0A2V3ZWY0,A0A327VL06,A0A351ZTY0,A0A3B8VBK6
A0A5Q3L475	2.60.40.10,2.60.40.10,2.60.40.740,2.60.40.10	20	4	A0A5Q3L475,A0A142X6U1,A0A142Y3L1,A0A1Z8MF29,A0A2D9JAN5,A0A2E3MPH3,A0A353B9U1,A0A3L7NW89,A0A3L7RLS1,A0A3L7U8F1,A0A3M1UT86,A0A4P5X0T4,A0A517U3N9,A0A518AN70,A0A5C5VSN1,A0A5C5XVD7,A0A5C5YXP6,A0A5C5ZI34,A0A5C6AU73,A0A7X7ISC6
A0A554A1A5	3.40.50.-,3.40.50.10660,3.30.70.270,1.10.10.10	54	4	A0A554A1A5,A0A069F5J8,A0A081NXT8,A0A099DGR9,A0A0A3I5U5,A0A0A3IFU4,A0A0A3IP77,A0A0B2FBT7,A0A0B3VNQ0,A0A0C2YEZ9,A0A0D1XSS2,A0A0K9YMY5,A0A0K9YXB9,A0A0M9WVP6,A0A109Q6T8,A0A125V2M4,A0A132TIF8,A0A133YE95,A0A1D8GMB2,A0A1E4R948
A0A4Q6CJX3	3.40.50.1390,3.90.1750.20,-.-.-.-,1.10.287.770	44	4	A0A4Q6CJX3,A0A016QSA2,A0A023CPX8,A0A037UPQ0,A0A084JX46,A0A099KH72,A0A0B8NKB1,A0A0F0CNH5,A0A0G1RNM8,A0A0H5NU73,A0A0H5SFV4,A0A0U5AV24,A0A0Z8C716,A0A1A9BNG7,A0A1B9XYJ6,A0A1C3N5V9,A0A1C5VM27,A0A1C6ADN3,A0A1F5E512,A0A1F5UXW6
A0A4P9TEL6	3.40.50.300,1.10.8.60,3.40.50.300,1.10.8.60	22	4	A0A4P9TEL6,A0A015X6E2,A0A0A0BU66,A0A0A0DKE3,A0A0D6AT88,A0A0L6W3Y8,A0A0M2V844,A0A142X2F1,A0A173FZU4,A0A1F2QMN9,A0A1F3ZQY9,A0A1F5T8Y9,A0A1G1BV18,A0A1G1M2H7,A0A1G3KYL0,A0A1H3ZDG1,A0A1X9PUP7,A0A1Y4LFM2,A0A2P5CBH7,A0A2W1JNZ1
A0A410P756	2.40.50.140,3.40.50.10550,1.20.5.170,-.-.-.-	90	4	A0A410P756,A0A060NGC4,A0A0A8XDU7,A0A0D0S632,A0A0G0Q342,A0A0G1FFM4,A0A0H3LYW1,A0A0P6XSD0,A0A0S8BPA9,A0A0S8GZU5,A0A101V9L9,A0A1B3WTE0,A0A1B9JUF5,A0A1C5LDC8,A0A1C5MUA6,A0A1C6JH72,A0A1E4IIE9,A0A1E7I121,A0A1F4EZ47,A0A1F7WCX7
A0A3M2GBG4	2.60.40.10,2.60.40.10,2.60.40.10,2.60.40.4070	20	4	A0A3M2GBG4,A0A0K0XTP3,A0A0S7G012,A0A151DUZ3,A0A1F3BL81,A0A1I1H2G0,A0A1S2V9V1,A0A1V5LI61,A0A2A5BRY0,A0A2E8PRR5,A0A3P1C010,A0A3P1CQE1,A0A4Q2UHC6,A0A521GGS9,A0A521GGT8,A0A7Y4R5Y2,A0A7Y5FA23,A0A7Z7FET9,A0A850AK31,U6MM64
A0A3L7UVH3	3.40.630.10,-.-.-.-,3.30.70.-,3.40.50.880	21	4	A0A3L7UVH3,A0A062XRK2,A0A081SHE1,A0A0R0CDI2,A0A0S8JSN8,A0A1F2VC71,A0A1F5BA83,A0A1H6QRK3,A0A1I1JQZ8,A0A2E9NKI8,A0A2K8ZB65,A0A2R4ZUL7,A0A2T4ULM3,A0A2V8TJH1,A0A496TMM4,A0A497F8A3,A0A4P5XQA0,A0A532UBY4,A0A7C5B6S4,A0A7Y3RKC6
A0A3G9JGN5	3.40.50.2300,3.30.70.270,-.-.-.-,1.10.10.60	25	4	A0A3G9JGN5,A0A075JU35,A0A089L998,A0A0C2VC27,A0A0Q9MB80,A0A1B8W951,A0A1D8GK23,A0A1G4VES9,A0A1H3U3M9,A0A1I0G5L1,A0A1I6R135,A0A1M5YRJ5,A0A1M6NB00,A0A1Q6Q2K3,A0A1Q6SMD2,A0A1Y4TIV3,A0A2Y9BB54,A0A372SLC9,A0A398CDA2,A0A3P1V190
A0A3E2T6J2	3.30.70.340,3.10.20.310,-.-.-.-,-.-.-.-	21	4	A0A3E2T6J2,A0A060LS41,A0A078KM56,A0A0E4C9H5,A0A0L6JJ28,A0A140L5P9,A0A173T9D9,A0A1E5L7M4,A0A1G6DP05,A0A1G6HXT4,A0A1M6JVL7,A0A1Q6QUN5,A0A2S1GZG6,A0A2V2F9N8,A0A316NJQ1,A0A3D2GVY9,A0A416T2H6,A0A6I4VUQ6,A0A7C4F1L7,A0A7C7ETT0
A0A3A9I9T1	3.40.50.1390,3.90.1750.20,-.-.-.-,1.10.287.-	42	4	A0A3A9I9T1,A0A010ZS22,A0A075KCZ9,A0A0C1QY59,A0A0D0G361,A0A0G1ALT2,A0A0G1KXW7,A0A0G1NHJ5,A0A0L0QKC9,A0A0U2W951,A0A136WBV7,A0A162TYK6,A0A176UHG1,A0A196L302,A0A1C0ZWQ4,A0A1C6HDE9,A0A1F9UT14,A0A1G9W4P3,A0A1H7JM59,A0A1I2VHX8
A0A357BIX1	3.30.70.-,3.40.50.200,2.60.40.1220,2.60.40.10	43	4	A0A357BIX1,A0A0H4WMB8,A0A0N0KRG2,A0A151E3P9,A0A1E5KY14,A0A1F9ULR1,A0A1G6S180,A0A1I6I6H6,A0A1M5Q413,A0A1M7NM34,A0A1T4KGC2,A0A258S2U0,A0A2D6A2Q8,A0A2M7ML54,A0A2M7WFI0,A0A2M7WIU2,A0A2M9BJY7,A0A371PNX4,A0A3A5GHG6,A0A3B8IVN7
A0A352VZ14	3.40.50.2300,3.30.450.40,1.10.287.80,3.30.565.10	24	4	A0A352VZ14,A0A0M0SUX0,A0A0M9E904,A0A0R3KH15,A0A194AHI2,A0A194AJJ9,A0A1F4ET01,A0A1F6Q7P4,A0A1F9YU18,A0A1J4SEJ4,A0A238YAE4,A0A2I0P3S1,A0A2K2VRD9,A0A2N6F1I4,A0A2V2N6Q0,A0A3N5LBS5,A0A4R5GWZ3,A0A518I1Y7,A0A554ND47,A0A6I2H1Z1
A0A345XNH5	1.25.40.340,3.30.70.-,3.40.50.10440,3.30.1180.-	47	4	A0A345XNH5,A0A059XMB6,A0A060LYM3,A0A094XG61,A0A0A0JKX7,A0A0F7HKS2,A0A0H5P8U8,A0A0J1FMF3,A0A0J6W9K5,A0A0M8PD57,A0A0Q7NJL2,A0A0Q9SDA5,A0A134AJ85,A0A154BLA6,A0A169P3C3,A0A1D7QW80,A0A1F8KPI4,A0A1F8MG82,A0A1H9QEN6,A0A1J5ABF8
A0A2R6JPP2	2.60.40.10,2.60.40.10,2.60.40.10,2.60.40.10	20	4	A0A2R6JPP2,A0A0B2ZZ03,A0A0B3B290,A0A0B5HY89,A0A0F9Z1W4,A0A134BQR2,A0A1G3J504,A0A2D6NXY2,A0A2D6P2V6,A0A2I8VL45,A0A2U9IRJ0,A0A5C6NAC7,A0A661YU16,A0A6N0NYF2,A0A7J3CTC3,A0A7J4I9A3,A0A7J4QHH7,A0A7K3H3J5,A0A7L6IC19,A0A842QN62
A0A2R6CQZ8	2.60.40.740,2.60.40.740,2.60.40.740,2.60.40.740	30	4	A0A2R6CQZ8,A0A0C2UY35,A0A0Q9T8I4,A0A0S1XAJ8,A0A0W8DT27,A0A1H4J8Z2,A0A1I0P0W1,A0A1I4C2I8,A0A1I4FD67,A0A1R1C110,A0A1R1CED9,A0A1V4HDX6,A0A229UJA9,A0A2T6FTX3,A0A2V5K6H2,A0A3M0GWY5,A0A4Q9DP37,A0A4R5KMH3,A0A5C4T710,A0A5R9G2G9
A0A2N1QBZ3	1.10.10.10,1.10.10.1030,1.10.10.10,1.10.10.10	27	4	A0A2N1QBZ3,A0A061P209,A0A0A5GLA5,A0A0A8XAU0,A0A0F7HKK8,A0A0J5JP97,A0A0R1KH15,A0A0R1U0K0,A0A0R2CYA8,A0A0R2F9V3,A0A0V8GD39,A0A176J6J7,A0A1F1LPV8,A0A1S1BPS2,A0A1W9SA60,A0A2L0E592,A0A2N5MBY2,A0A3C1H069,A0A3R9ZY67,A0A662Z6N5
A0A2M7QJ61	1.10.10.10,1.10.10.-,1.10.10.10,1.10.10.-	24	4	A0A2M7QJ61,A0A0F9Z3S3,A0A0F9Z4Z8,A0A0G0C729,A0A0G0IS90,A0A0G0M5L2,A0A0G0N766,A0A0G1DFX6,A0A0G1L7C9,A0A0G1TXW6,A0A0L0LGW2,A0A1B6BH57,A0A1F5AZV8,A0A1F5NUX3,A0A1F5T049,A0A1F7VI07,A0A1G1YED4,A0A1G1Z5V0,A0A1G2CQG2,A0A1G2F3G2
A0A2A3AK07	3.40.50.2000,3.40.50.2000,3.40.50.2000,3.40.50.2000	22	4	A0A2A3AK07,A0A094PCG3,A0A0E0JFL4,A0A0Q5LR11,A0A1E7KAP1,A0A1M5LM41,A0A1Y6CZ29,A0A239NPT9,A0A285VE46,A0A2C7A832,A0A2P8QRB2,A0A2R4TXT0,A0A358CSC6,A0A3A4VEX2,A0A3D1LGK6,A0A3D9LAS3,A0A3M6UCL9,A0A553FXG3,A0A5C8A255,A0A7G7CQT6
A0A1W9PGV8	-.-.-.-,2.40.50.100,-.-.-.-,1.10.287.1060	21	4	A0A1W9PGV8,A0A0B5KWG8,A0A160ILS4,A0A1B9B0M8,A0A1C0BR29,A0A1D8GPR6,A0A1H9L6L3,A0A1I6A5A3,A0A1Q6DNL6,A0A1W9VMQ5,A0A1Y1RTM9,A0A2N1SHU8,A0A370B0S4,A0A4R8M740,A0A6I1ZJ36,A0A6L3V9Q8,A0A7C6R705,A0A7V0TAG0,A0A7X9QCE4,A0A8A3TW36
A0A1M3NI87	3.40.50.2300,3.40.50.300,1.10.8.60,1.10.10.-	33	4	A0A1M3NI87,A0A016ARY5,A0A023RN58,A0A062XXG1,A0A085HLL1,A0A0M9E7U3,A0A0Q4FWZ8,A0A101IF24,A0A1F6C465,A0A1F7FA02,A0A1F9MLQ6,A0A1F9NQH1,A0A1G2YEB0,A0A1G7L4L0,A0A1J5G2E7,A0A1Q7D5S7,A0A1V6A6F0,A0A212RBE1,A0A2D4SLU6,A0A2E4Y3D7
A0A1J5DN52	-.-.-.-,3.30.300.20,-.-.-.-,2.30.30.100	21	4	A0A1J5DN52,A0A0A8WQ65,A0A0B4EVK8,A0A0E2UDV2,A0A0F0CLL3,A0A0G0N2W4,A0A0G0QWT2,A0A0S7WGQ0,A0A0S7XBN4,A0A0S7XD98,A0A139NLQ8,A0A1C0BT83,A0A1C0Z350,A0A1F7A8Q4,A0A1G6HVD1,A0A1T4QKL7,A0A1V4DJE3,A0A1V4QRH3,A0A1W9S233,A0A2G6DMI1
A0A1I3M533	2.60.40.4290,2.60.40.-,2.60.40.10,2.60.40.10	24	4	A0A1I3M533,A0A0E4GBV4,A0A133YE90,A0A1F6BZE7,A0A1T4NQG2,A0A1V5U0A4,A0A2H5VDA2,A0A2V2EPM2,A0A2V9WXT2,A0A3A9FZG7,A0A3M1LK88,A0A410Q159,A0A535ZTI7,A0A550HQW3,A0A5C6B2P5,A0A6V8CQ35,A0A7C4FGT5,A0A7J2N0N9,A0A7J4F5B4,A0A7M1PY16
A0A1H3Q0U3	3.40.1390.20,3.30.450.30,3.30.70.270,-.-.-.-	32	4	A0A1H3Q0U3,A0A066YQE1,A0A083XYF8,A0A0A3INU9,A0A0D1V8M2,A0A0M0L042,A0A0M9DLS9,A0A0M9DN49,A0A0P7CGM9,A0A0P9AG73,A0A0R1VEG0,A0A100YVL5,A0A1C6BZF8,A0A1C6DC15,A0A1F2PDI4,A0A1L7CIY0,A0A1S2MSL6,A0A1V4M0H6,A0A1V4MEI0,A0A2A6FPT0
A0A1G1LTA3	2.40.420.20,2.40.30.170,2.40.50.100,1.10.287.470	69	4	A0A1G1LTA3,A0A016BRN8,A0A031JN90,A0A037UXS0,A0A058ZIN2,A0A068DBM9,A0A094LUE7,A0A095SBY1,A0A098QZN4,A0A0A6PHG5,A0A0B4XNJ6,A0A0C2DRT0,A0A0D1EGG3,A0A0D8DFH2,A0A0G0AR27,A0A0J1FU19,A0A0K1QGA0,A0A0L6ZA13,A0A0M1VYW0,A0A0P9C4I4
W1PFB2	-.-.-.-,-.-.-.-,1.20.5.170	26	3	W1PFB2,A0A022QUB6,A0A059A8X2,A0A059AAW9,A0A059Q046,A0A061DUD8,A0A061E2A4,A0A067F0X1,A0A067KLU4,A0A199VEN4,A0A1R3GNR4,A0A1U7XG76,A0A1U8Q087,A0A251KSJ7,A0A251QI87,A0A2I4HSE2,A0A2P5D5R7,A0A2R6QS22,A0A2S3IPB3,A0A2Z7BDB5
R7ETQ2	2.60.40.-,2.60.40.10,2.60.40.-	62	3	R7ETQ2,A0A037Z8I1,A0A084H2E7,A0A094WNV5,A0A0A2TJA3,A0A0A2UVW4,A0A0A5HVH0,A0A0B2F8Z7,A0A0B2FBS0,A0A0C2QER6,A0A0M0WZQ7,A0A0M0X1S8,A0A0M1P3R4,A0A0M2VIH1,A0A0P9FP69,A0A165NH12,A0A172ZBB5,A0A1B2DZK6,A0A1B8WFP2,A0A1B9AJX1
R1FSM3	2.102.10.10,3.90.380.-,1.10.287.770	24	3	R1FSM3,A0A067FAT0,A0A076FF10,A0A0G4H889,A0A0G4HYG1,A0A150GQ99,A0A1D1ZV61,A0A1Y1HNZ9,A0A1Y1I7E9,A0A1Y1IMP0,A0A1Z5J662,A0A1Z5JET2,A0A2P6V4G1,A0A2R6WZA2,A0A2R6X4B8,A0A383V820,A0A383WEV8,A0A383WKG0,A0A4Y7KNM3,A0A5J4XYC9
L8LTQ4	2.60.40.2030,2.60.40.2030,2.60.40.2030	23	3	L8LTQ4,A0A0U2L5K2,A0A166AL89,A0A1C4V254,A0A1C6RS99,A0A1F5NU62,A0A1F8SKZ8,A0A1G9NRG6,A0A1T4XG71,A0A1V2ZEF2,A0A257L1S8,A0A2M8LR20,A0A2M9CZI4,A0A2N2KVM7,A0A2P1PRJ3,A0A4R7AZQ3,A0A4U7FDJ0,A0A6B0ZWL6,A0A6B1H7R6,A0A7C0XXJ9
K2G3Q9	3.30.160.390,1.10.150.130,1.10.443.-	20	3	K2G3Q9,A0A031LMT3,A0A037UUQ9,A0A087DAD1,A0A089NTR1,A0A0C1CQM0,A0A0E3VX46,A0A127JP27,A0A164IE03,A0A1A7C3W7,A0A1G6SUD2,A0A1H1L456,A0A1Q8FGY1,A0A2N2N634,A0A2T3BUX6,A0A2V8ZLA8,A0A3N1YMT3,A0A426VZF4,A0A430RY37,A0A4R5EWQ9
